新华社 北京
不少 养猪
不少 大户
养猪 大户
希望 政府
政府 推出
推出 生猪
推出 保险
生猪 保险
农业 保险
保险 农户
政府 补贴
政策性 保险
政策性 路子
保险 路子
路子 现实
现实 选择
农民 愿意
农业 保险
农业 面临
保险 面临
中国 约
全国 农作物
全国 播种面积
农作物 播种面积
播种面积 农民
自然 风险
自然 较大
风险 较大
较大 面对
单一 财政
财政 补助
补助 农业
农业 灾害
农业 救助
灾害 救助
灾害 模式
救助 模式
严重 容易
严重 引起
容易 引起
容易 资金
引起 资金
资金 更
灾害 损失
损失 补偿
记者 全国
记者 年
全国 年
年 财政
财政 资金
自然灾害 造成
造成 损失
我国 实行
国家 财政
国家 支持
财政 支持
风险 财政
财政 承担
任务 成本
成本 能力
能力 面临
我国 自然灾害
自然灾害 导致
中 保险公司
中 承担
保险公司 承担
承担 损失
损失 超过
个人 国家
国家 承担
国家 保险
承担 保险
承担 这种
保险 这种
保险 社会化
这种 社会化
社会化 风险
风险 损失
风险 承担
损失 承担
损失 机制
承担 机制
机制 管理
管理 风险
风险 方面
方面 作用
建议 必须
建议 尽快
必须 尽快
必须 建立
尽快 建立
尽快 我国
建立 我国
我国 保险
保险 管理
管理 风险
应 积极
应 推进
积极 推进
积极 政策性
推进 政策性
立法 相关
相关 制度
制度 建设
建设 建立
建设 农业
建立 农业
建立 保险
农业 保险
农业 补偿
保险 补偿
保险 体制
补偿 体制
补偿 框架
体制 框架
框架 机制
机制 明确
相关 权利
公司 定位
定位 法律法规
保证 农业
保证 保险
农业 保险
农业 运行
保险 运行
记者 日前
下乡 干部
下乡 进行
干部 进行
干部 培训
进行 培训
进行 内容
培训 内容
培训 主要
内容 主要
内容 围绕
主要 围绕
主要 促进
围绕 促进
促进 发展
发展 农牧民
农牧民 增收
农牧民 包括
增收 包括
增收 中央
包括 中央
政策 政府
政府 农牧民
农牧民 办实事
办实事 村级
村级 特色
特色 村级
村级 规划
村级 编制
规划 编制
规划 矛盾
编制 矛盾
化解 扶贫
化解 政策
扶贫 政策
政策 三农
三农 课题
课题 提高
提高 干部
提高 解决
干部 解决
干部 三农问题
解决 三农问题
三农问题 能力
能力 今年
组织 万名
万名 干部
干部 活动
活动 活动
活动 超过
活动 万名
超过 万名
超过 干部
万名 干部
万名 深入
干部 深入
深入 全省
村 党和政府
党和政府 惠农
惠农 支农
惠农 政策
支农 政策
政策 田间
田间 草原
解决 群众
群众 生产
群众 生活
生产 生活
问题 困难
困难 干部
干部 政策
下乡 干部
农村 致富
下乡 干部
干部 举办
举办 活动
活动 农村
科技 部门
科技 下乡
部门 下乡
部门 干部
下乡 干部
干部 解决
解决 农业
乡 地处
科技 部门
科技 下乡
部门 下乡
部门 干部
下乡 干部
干部 研究
研究 种植
种植 抗旱
种植 特色
抗旱 特色
抗旱 作物
特色 作物
帮助 农民
帮助 解决
农民 解决
农民 良种
解决 良种
解决 销路
良种 销路
销路 问题
问题 春耕
下乡 干部
下乡 指导
干部 指导
干部 农户
指导 农户
调整 种植
调整 结构
种植 结构
种植 储备
结构 储备
结构 农资
储备 农资
储备 化肥
化肥 万吨
化肥 农药
万吨 农药
小麦 马铃薯
种子 特色
特色 优势
特色 作物
优势 作物
优势 种植
作物 种植
作物 面积
种植 面积
面积 达到
达到 万亩
遭遇 严重
下乡 干部
干部 深入
深入 全面
情况 做好
恢复 生产
恢复 工作
生产 工作
干部 组成
组成 专项
负责 开展
负责 教育
开展 教育
开展 文化
教育 文化
教育 卫生
文化 卫生
文化 三下乡
卫生 三下乡
卫生 服务
三下乡 服务
三下乡 活动
服务 活动
下乡 干部
下乡 目标
干部 目标
及时 解决
解决 基层组织
基层组织 农牧民
农牧民 群众
农牧民 关心
群众 关心
群众 关注
关心 关注
关注 难点
建立 干部
建立 下乡
干部 下乡
下乡 长效机制
各地 推广
各地 实施
推广 实施
实施 干部
干部 驻村
干部 工作
驻村 工作
驻村 制度
工作 制度
制度 年
年 干部
年 长期
干部 长期
了解 掌握
掌握 群众
群众 困难
解决 生产
生产 扶贫
生产 项目
扶贫 项目
扶贫 农村
项目 农村
项目 新型
农村 新型
农村 合作医疗
新型 合作医疗
合作医疗 方面
方面 存在
存在 问题
新华社 记者
记者 国务院
国务院 日前
国务院 召开
日前 召开
召开 全国
全国 农业
农业 粮食
粮食 生产
粮食 工作
生产 工作
工作 指出
指出 农村
农村 金融机构
农村 涉农
金融机构 涉农
金融机构 贷款
涉农 贷款
涉农 比例
贷款 比例
贷款 实施
比例 实施
表示 近年来
操作 中
中 农村
农村 金融机构
农村 给予
金融机构 给予
金融机构 特别
给予 特别
给予 扶持
特别 扶持
扶持 政策
政策 今后
今后 继续
继续 存款
存款 政策
政策 方面
方面 农村
农村 金融机构
农村 坚持
金融机构 坚持
原则 支持
原则 农村
支持 农村
支持 金融机构
农村 金融机构
农村 增加
金融机构 增加
增加 三农
三农 信贷
信贷 投放
投放 介绍
介绍 涉农
涉农 贷款
涉农 比例
贷款 比例
农村 合作
农村 银行
合作 银行
合作 执行
银行 执行
商业银行 百分点
百分点 存款
存款 农村
农村 信用社
农村 执行
信用社 执行
商业银行 百分点
百分点 存款
涉农 贷款
涉农 比例
贷款 比例
县市 农村
县市 信用社
农村 信用社
农村 执行
信用社 执行
商业银行 百分点
百分点 存款
存款 全国
全国 农业
农业 粮食
粮食 生产
粮食 工作
生产 工作
工作 指出
指出 今年
指出 确保
今年 确保
确保 规模
上年 水平
表示 继续
继续 存款
存款 政策
政策 方面
方面 农村
农村 金融机构
农村 坚持
金融机构 坚持
原则 需求
需求 安排
安排 增加
安排 中西部
增加 中西部
增加 地区
中西部 地区
地区 粮食
粮食 主产区
粮食 支农
主产区 支农
上年 水平
水平 支农
支农 贷款
贷款 年
年 国务院
支持 农村
支持 信用社
农村 信用社
农村 扩大
信用社 扩大
信用社 农户
扩大 农户
扩大 贷款
农户 贷款
贷款 开办
贷款 业务
业务 今年
累计 发放
累计 支农
发放 支农
支农 贷款
贷款 支农
用于 支持
用于 中西部
支持 中西部
中西部 粮食
粮食 主产区
粮食 全国
主产区 全国
主产区 农业
全国 农业
农业 粮食
粮食 生产
粮食 工作
生产 工作
工作 指出
指出 增加
指出 中西部
增加 中西部
中西部 粮食
粮食 主产区
粮食 支农
主产区 支农
中西部 地区
地区 粮食
农产品 主产区
主产区 支农
支农 贷款
贷款 亿元
安排 亿元
安排 支农
亿元 支农
支农 贷款
贷款 重点
贷款 支持
重点 支持
支持 农村
农村 信用社
农村 发放
信用社 发放
信用社 支农
发放 支农
支农 小额
小额 农户
小额 贷款
农户 贷款
农户 今后
贷款 今后
农村 信用社
农村 支农
信用社 支农
信用社 信贷资金
支农 信贷资金
支农 投放
信贷资金 投放
投放 实际
实际 合理
实际 需求
合理 需求
需求 安排
安排 增加
安排 中西部
增加 中西部
增加 地区
中西部 地区
地区 粮食
粮食 主产区
粮食 支农
主产区 支农
中国农业银行 负责人
角度 三农
三农 发展
发展 重视
重视 支持
支持 农行
农行 面向
面向 三农
三农 国有
国有 商业银行
商业银行 制定
制定 措施
制定 确保
措施 确保
措施 今年
确保 今年
确保 县域
今年 县域
今年 机构
县域 机构
机构 增量
增量 贷款
涉农 贷款
贷款 高于
高于 平均水平
今年以来 支持
支持 农业
农业 生产
农业 春耕
生产 春耕
生产 备耕
春耕 备耕
备耕 农村
农村 中小企业
中小企业 重点
重点 农行
重点 加大
农行 加大
加大 涉农
涉农 贷款
贷款 投放
投放 力度
投放 月底
力度 月底
力度 农行
月底 农行
月底 涉农
农行 涉农
农行 贷款
涉农 贷款
涉农 余额
贷款 余额
贷款 亿元
余额 亿元
增加 亿元
镇 村农民
来到 杭州
成立 龙头企业
成立 带动
龙头企业 带动
龙头企业 村民
带动 村民
现在 全村
种植 品种
提出 支持
支持 农业
支持 产业化
农业 产业化
农业 经营
产业化 经营
经营 龙头企业
龙头企业 发展
龙头企业 培育
发展 培育
培育 文化
文化 技术
技术 经营
经营 新型
新型 农民
农民 发展
发展 培养
教师 农民
农民 服务
科技 扶贫
科技 年
扶贫 年
扶贫 培育
年 培育
培育 种植
人民 脱贫致富
规划 生态农业
生态农业 带
生态农业 帮助
带 帮助
帮助 农民
农民 种地
农民 收入
种地 收入
农田 面积
面积 达
达 万亩
达 约
万亩 约
约 农户
农户 直接
助农 推广
推广 教师
进程 一定
一定 影响
新品种 没有
新品种 推广
没有 推广
没有 只能
推广 只能
科研 价值
价值 年前
讨论 决定
讨论 改革
决定 改革
改革 制度
制度 全国
全国 推广
推广 教授
教授 从事
从事 市场
从事 应用
市场 应用
市场 技术推广
应用 技术推广
技术推广 教师
提升 产业
提升 竞争力
产业 竞争力
贡献 主要
取得 重大
取得 科研
重大 科研
贡献 转化
转化 致富
致富 农户
贡献 推广
贡献 教授
推广 教授
广西 近年
近年 养殖
养殖 发展
难题 不少
难 防治
污染 环境
指导 农户
农户 改进
农户 养殖
改进 养殖
改进 技术
养殖 技术
养殖 收集
技术 收集
原料 避免
避免 污染
实现 增收
实现 年底
增收 年底
年底 成立
成立 现代农业
成立 技术推广
现代农业 技术推广
现代农业 中心
技术推广 中心
技术推广 组织
中心 组织
成熟 经验
经验 西部
西部 推广
推广 路
路 越
越 越
越 宽
宽 贵州
优质 奶牛
奶牛 产业化
产业化 示范
产业化 工程
示范 工程
工程 启动
启动 带动
带动 农民
农民 脱贫
脱贫 重庆
推广 面积
面积 万亩
万亩 累计
万亩 效益
累计 效益
累计 亿元
效益 亿元
亿元 云南
云南 开展
云南 高产
开展 高产
开展 优质
高产 优质
优质 油菜
油菜 选育
选育 产业化
产业化 增产
研究 人员
研究 组成
人员 组成
组成 推广
推广 队伍
推广 服务
队伍 服务
服务 全国
全国 各地
海南 今年
海南 计划
今年 计划
今年 新增
计划 新增
计划 财力
新增 财力
财力 用于
用于 改善
农民 增加收入
农民 提高
增加收入 提高
增加收入 生活
提高 生活
提高 水平
生活 水平
水平 最大
海南 新增
海南 财力
新增 财力
新增 重点
财力 重点
重点 三农
三农 倾斜
三农 加大
倾斜 加大
投入 力度
投入 加强
力度 加强
力度 农业
加强 农业
加强 基础
农业 基础
农业 建设
基础 建设
基础 促进
建设 促进
建设 农业
促进 农业
促进 增产
农业 增产
农业 农民
增产 农民
增产 增收
农民 增收
增收 公共财政
公共财政 阳光
农村 农业
农村 产业化
农业 产业化
产业化 发展
发展 特色
发展 优势
特色 优势
特色 农业
优势 农业
海南 各级
海南 财政
各级 财政
各级 去年
财政 去年
财政 投入
去年 投入
去年 资金
投入 资金
资金 万元
万元 鼓励
万元 农民
鼓励 农民
农民 专业
专业 合作社
专业 今年
合作社 今年
今年 财政
财政 继续
继续 安排
继续 万元
安排 万元
安排 支持
万元 支持
万元 农产品
支持 农产品
支持 加工
农产品 加工
农产品 龙头企业
加工 龙头企业
加工 发展
龙头企业 发展
龙头企业 加工
发展 加工
发展 园区
加工 园区
加工 建设
园区 建设
建设 助推
助推 特色
特色 现代农业
特色 发展
现代农业 发展
发展 全省
特色 农业
特色 初步
农业 初步
农业 形成
初步 形成
形成 布局
布局 集约化
布局 经营
集约化 经营
集约化 专业化
经营 专业化
经营 生产
专业化 生产
生产 格局
格局 海南
格局 优化
海南 优化
优化 结构
结构 加大
加大 农村
农村 公共服务
公共服务 投入
投入 力度
投入 支持
力度 支持
力度 农村
支持 农村
支持 义务教育
农村 义务教育
农村 医疗卫生
义务教育 医疗卫生
义务教育 文化
医疗卫生 文化
文化 社会保障
社会保障 事业
事业 发展
事业 今年
发展 今年
发展 海南
今年 海南
今年 义务教育
海南 义务教育
义务教育 支出
支出 增长
支出 安排
增长 安排
增长 亿元
安排 亿元
亿元 新型农村
新型农村 合作医疗
